Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,target
4,2,1,1,0,14,170.0,14,19,19,8,8,3.416266589083424,1,0,0,1,0,1,-0.5649417100599008,0,0,-2.563682778692633,0,-1.529832616179969,-2.1748708704474087,0,0,-2.8680716267460085,0,-1.4746752573367767,-1.9499106961796095,0,11.1,0.6,2.02,1
4,2,4,11,0,14,125.0,14,1,12,3,6,-0.8099329942570063,1,0,0,1,0,0,-0.43020697645911987,0,0,0.3130719197062708,7,0.7596945632211289,0.4848356652281055,0,0,0.8307779107401208,8,1.1985867407243596,0.8122008294263343,0,12.4,0.5,1.79,0
4,3,1,11,0,14,145.0,14,1,1,4,10,0.3033098228180343,0,0,0,1,0,0,-0.5649417100599008,0,0,0.3130719197062708,7,0.7596945632211289,0.5790726265493544,0,0,0.8307779107401208,8,0.8644289909667175,0.6802169844566467,0,13.9,-0.3,0.79,1
4,5,1,9,1,14,130.0,14,37,37,9,9,-0.2052085010310586,0,0,0,1,1,0,1.0518750931494705,0,1,-0.5088579941219874,6,0.10554394053510098,0.659066734503211,0,0,-0.5562906658171777,7,0.19611349145143347,0.9912486811293989,0,9.4,-0.8,-3.12,0
4,2,1,1,0,14,114.0,14,3,29,3,5,-1.0367046792167365,0,0,0,0,1,0,-0.6996764436606817,0,0,-2.563682778692633,0,-1.529832616179969,-2.1748708704474087,0,0,-2.8680716267460085,0,-1.4746752573367767,-1.9499106961796095,0,9.4,-0.8,-3.12,1
4,3,4,7,0,14,129.0,14,3,1,2,7,0.3789003844712774,1,0,0,1,1,0,-0.2954722428583389,0,0,-0.09789303720785829,7,-1.529832616179969,-2.1748708704474087,0,0,-0.09393447363141155,11,-1.1405175075791347,-0.04006694468025346,0,10.8,1.4,1.74,0
4,3,2,15,0,14,130.0,14,37,37,5,7,-0.24643971647828192,1,0,0,1,1,0,0.9171403595486896,0,0,-0.09789303720785829,17,-0.8756819934939409,-0.1262412765072018,0,0,-0.09393447363141155,15,-0.47220200806385065,0.21457888885299414,0,7.6,2.6,0.32,1
4,2,1,7,0,14,154.0,14,37,37,9,7,1.5952212401643764,0,0,0,1,0,1,-0.6996764436606817,0,0,-0.09789303720785829,6,0.43261925187811495,0.7956420407658913,0,0,-0.09393447363141155,6,0.5302712412090755,0.8511934726861127,0,16.2,0.3,-0.92,0
4,2,1,11,0,14,151.0,14,1,1,4,3,0.36515664598887027,0,0,0,1,1,0,-0.5649417100599008,0,0,0.7240368766204,9,0.7596945632211289,0.45322823720731364,0,0,0.8307779107401208,9,0.8644289909667175,0.5001460021724213,0,12.7,3.7,-1.7,0
4,3,2,16,0,14,123.0,14,3,19,2,9,-0.5556738323324598,0,0,0,1,1,0,-0.6996764436606817,0,0,-0.5088579941219874,5,-0.5486066821509269,0.6932105610688809,0,0,-0.5562906658171777,7,-0.47220200806385065,0.4692247223862414,0,7.6,2.6,0.32,0
4,14,1,14,1,14,130.0,14,37,37,9,6,0.4819784230893367,0,0,0,1,0,1,1.5908140275525944,0,2,0.7240368766204,8,1.0867698745641428,0.6163869512961232,0,1,0.3684217185543546,7,0.8644289909667175,0.723870555919489,0,8.9,1.4,3.51,0
4,3,1,15,0,14,140.0,14,3,1,2,3,0.20023178419997503,0,0,0,1,0,1,-0.5649417100599008,0,0,-0.09789303720785829,15,0.43261925187811495,0.14690933601815925,0,0,-0.09393447363141155,9,-0.47220200806385065,0.4692247223862414,0,9.4,-0.8,-3.12,0
3,17,1,2,0,14,133.1,14,37,37,4,7,-1.8544571189200074,0,0,0,1,0,0,1.4560792939518135,0,6,2.3678967042769163,18,2.0679958085931847,0.48834760167486024,0,4,3.1425588716689514,22,1.1985867407243596,0.3180287587258758,0,12.7,3.7,-1.7,1
4,3,3,16,0,14,128.0,14,1,19,4,90,-0.1914647625486505,0,0,0,0,0,0,-0.2954722428583389,0,0,-0.5088579941219874,8,-0.8756819934939409,0.18105316258382922,0,0,-0.5562906658171777,7,-0.8063597578214927,0.05542524289471435,0,7.6,2.6,0.32,1
4,2,1,5,0,14,133.1,14,1,1,3,9,0.7568531927374949,1,0,0,1,0,0,-0.43020697645911987,0,0,-0.09789303720785829,11,0.43261925187811495,0.5566352548062006,0,0,-0.09393447363141155,10,0.5302712412090755,0.5328861807695534,0,16.2,0.3,-0.92,0
4,5,1,7,0,14,114.0,14,37,38,9,5,-1.3459387950709145,1,0,0,0,1,0,0.3782014251455658,0,0,-0.09789303720785829,12,-0.5486066821509269,0.2834846422808396,0,0,-0.09393447363141155,15,-1.4746752573367767,-1.9499106961796095,0,9.4,-0.8,-3.12,1
4,17,1,0,0,14,130.0,14,3,2,2,6,-1.490248049136198,0,0,0,0,1,0,1.7255487611533753,0,0,-0.09789303720785829,8,-1.529832616179969,-2.1748708704474087,0,0,-0.09393447363141155,10,-1.4746752573367767,-1.9499106961796095,0,16.2,0.3,-0.92,1
4,9,1,8,0,14,133.1,1,41,1,3,4,-1.8544571189200074,0,0,1,0,1,0,0.3782014251455658,1,6,0.3130719197062708,7,0.43261925187811495,0.48834760167486024,0,2,-0.09393447363141155,6,-0.8063597578214927,0.723870555919489,0,11.1,0.6,2.02,1
4,2,3,7,0,14,117.0,14,38,19,7,7,-1.139782717834796,1,0,1,0,0,0,-0.5649417100599008,0,0,-0.09789303720785829,7,0.43261925187811495,0.3176284688465096,0,0,-0.09393447363141155,10,-0.8063597578214927,0.023594513703058526,0,16.2,0.3,-0.92,1
3,14,2,8,0,14,130.0,14,19,37,4,7,0.8942905775615739,0,0,0,1,1,0,1.4560792939518135,0,0,-0.5088579941219874,10,-0.5486066821509269,0.21519698914949922,1,0,-0.5562906658171777,7,-0.1380442583062086,0.4851400869820695,0,9.4,-0.8,-3.12,0
4,5,3,15,0,14,110.0,14,37,37,9,9,-1.3596825335533225,1,0,0,1,1,0,-0.5649417100599008,0,1,-0.09789303720785829,16,-0.8756819934939409,-0.02380979681019145,0,0,-0.09393447363141155,15,-0.1380442583062086,-0.04006694468025346,0,7.6,2.6,0.32,1
4,2,1,10,0,14,95.0,14,37,37,5,8,-2.198050580980205,0,0,0,0,1,0,-0.2954722428583389,0,0,-0.09789303720785829,9,-0.22153137080791296,0.5395633415233655,0,0,-0.09393447363141155,6,0.19611349145143347,0.15091743046968215,0,12.7,3.7,-1.7,1
4,2,1,9,1,14,145.0,14,2,37,4,9,0.03530692241107976,1,0,0,1,1,0,-0.16073750925755798,0,0,-0.5088579941219874,9,0.10554394053510098,0.37128305344970564,1,0,-0.5562906658171777,7,0.19611349145143347,0.3037049305896308,0,7.6,2.6,0.32,0
3,14,1,14,1,14,133.1,14,37,37,5,4,0.5163377692953565,0,0,0,1,0,0,2.9381613635604036,0,0,-0.09789303720785829,8,0.10554394053510098,0.6112653773112726,0,0,-0.09393447363141155,7,0.19611349145143347,0.5328861807695534,0,15.5,2.8,-4.06,0
4,3,4,4,0,14,144.0,14,38,1,9,9,0.7156219772902715,1,0,0,1,1,0,-0.5649417100599008,0,0,-0.09789303720785829,6,0.43261925187811495,0.659066734503211,0,0,-0.09393447363141155,8,0.5302712412090755,0.5567592276632953,0,10.8,1.4,1.74,0
4,14,1,14,1,14,120.0,14,37,37,9,7,-1.3871700105181388,0,0,0,1,0,0,3.4771002979635277,0,0,-0.09789303720785829,9,0.10554394053510098,0.3517722954121799,0,0,-0.09393447363141155,12,-0.1380442583062086,0.24640961804464998,0,13.9,-0.3,0.79,0
4,3,4,11,0,14,140.0,14,19,37,4,8,0.4338753384009098,1,0,0,1,0,0,-0.5649417100599008,0,0,0.3130719197062708,7,0.43261925187811495,0.27665587696770594,0,0,0.3684217185543546,7,0.5302712412090755,0.33553565978128697,0,7.6,2.6,0.32,0
4,5,5,2,0,14,150.0,14,34,34,0,0,1.5952212401643764,1,0,0,0,0,0,0.6476708923471277,0,0,-0.09789303720785829,9,-0.22153137080791296,0.4371318618263551,1,0,-0.5562906658171777,5,-1.4746752573367767,-1.9499106961796095,5,9.4,-0.8,-3.12,1
4,3,1,1,0,14,146.0,14,1,38,9,9,0.585056461707396,1,0,1,1,0,0,-0.16073750925755798,0,12,4.4227214888475626,19,2.3950711199361985,0.24934081571516958,0,10,4.991983640412016,22,2.201059989997286,0.19866352425716607,0,11.1,0.6,2.02,0
4,5,1,5,0,14,100.0,1,3,4,3,2,-1.8544571189200074,0,0,0,1,0,0,-0.5649417100599008,1,0,-0.5088579941219874,10,0.10554394053510098,0.8688073834066131,2,0,-0.5562906658171777,7,0.19611349145143347,0.9421384132337011,0,9.4,-0.8,-3.12,0
3,14,1,0,0,14,133.1,14,1,19,4,4,-0.48008327067921674,0,0,1,0,1,0,0.24346669154478487,0,0,-0.09789303720785829,17,-0.8756819934939409,0.7956420407658913,2,0,-0.09393447363141155,13,-1.4746752573367767,-1.9499106961796095,1,15.5,2.8,-4.06,1
5,3,1,13,0,14,138.0,14,37,37,9,9,0.4476190768833169,1,0,0,1,0,1,-0.2954722428583389,0,0,-0.09789303720785829,8,-0.5486066821509269,-0.0852686846283978,0,0,-0.09393447363141155,13,-0.1380442583062086,0.3896478994071017,0,12.7,3.7,-1.7,0
4,2,1,11,0,14,150.0,14,19,1,4,4,0.7431094542550877,0,0,0,1,0,0,-0.6996764436606817,0,0,0.3130719197062708,10,0.7596945632211289,0.9277786495750345,0,0,0.8307779107401208,8,1.1985867407243596,1.0566608296182518,0,15.5,2.8,-4.06,0
4,17,1,0,0,14,140.0,14,19,19,4,4,0.8942905775615739,1,0,0,1,1,0,0.24346669154478487,0,0,-0.09789303720785829,14,0.10554394053510098,0.21519698914949922,0,0,-0.09393447363141155,11,-0.1380442583062086,0.34190180561961775,0,15.5,2.8,-4.06,0
4,13,1,9,1,7,140.0,14,37,37,9,9,0.8942905775615739,0,0,0,1,1,0,0.5129361587463468,0,0,-0.5088579941219874,6,-0.22153137080791296,0.5907790813718706,0,0,-0.5562906658171777,6,-0.1380442583062086,0.676124462132005,0,7.6,2.6,0.32,0
4,5,1,7,0,14,127.0,14,19,1,5,5,-0.645008132468112,1,0,0,1,0,0,-0.6996764436606817,0,0,-0.09789303720785829,6,-1.529832616179969,-2.1748708704474087,0,0,-0.09393447363141155,10,-0.47220200806385065,0.15091743046968215,0,16.2,0.3,-0.92,0
3,2,1,15,0,14,136.0,14,37,37,9,9,-0.2945428011667098,0,0,0,1,0,1,2.9381613635604036,0,0,-0.09789303720785829,10,-0.22153137080791296,0.18105316258382922,0,0,-0.09393447363141155,16,-0.8063597578214927,0.05542524289471435,0,7.6,2.6,0.32,1
4,2,1,13,0,14,123.0,14,34,38,0,7,-0.4663395321968086,1,0,0,1,0,0,-0.43020697645911987,0,0,-0.09789303720785829,9,0.10554394053510098,0.24251205040203558,0,0,-0.09393447363141155,10,-0.1380442583062086,0.24640961804464998,0,7.6,2.6,0.32,1
4,13,1,14,1,7,140.0,14,1,1,4,4,0.8942905775615739,0,0,0,1,0,0,0.9171403595486896,0,0,-0.09789303720785829,0,-1.529832616179969,-2.1748708704474087,0,0,-0.09393447363141155,0,-1.4746752573367767,-1.9499106961796095,0,10.8,1.4,1.74,1
4,2,1,8,0,14,133.1,14,37,37,191,154,-2.198050580980205,0,0,0,1,0,0,-0.43020697645911987,0,0,-0.5088579941219874,10,-0.22153137080791296,0.23226890243233442,0,0,-0.5562906658171777,8,0.19611349145143347,0.3037049305896308,0,11.1,0.6,2.02,0
4,3,1,11,0,14,137.0,14,19,38,3,9,-0.14336167786022264,0,0,0,1,0,1,-0.5649417100599008,0,0,0.3130719197062708,11,0.43261925187811495,0.6701634781370535,0,0,0.8307779107401208,9,1.1985867407243596,0.8889659379935445,0,15.5,2.8,-4.06,0
4,2,1,7,0,14,131.0,14,38,1,5,7,0.27582234585321813,1,0,0,1,1,1,-0.6996764436606817,0,0,-0.09789303720785829,7,0.43261925187811495,0.4298153275622828,0,0,-0.09393447363141155,8,0.19611349145143347,0.31007107642796194,0,13.9,-0.3,0.79,0
4,2,1,8,0,14,130.0,14,37,38,3,3,-0.2739271934430981,0,0,0,1,0,0,-0.6996764436606817,0,0,-0.5088579941219874,8,0.10554394053510098,0.3517722954121799,2,0,-0.5562906658171777,7,0.19611349145143347,0.22731118052965646,0,15.5,2.8,-4.06,0
4,13,1,16,0,7,150.0,14,19,37,90,90,0.8942905775615739,0,0,0,1,1,0,0.10873195794400392,0,3,-0.5088579941219874,10,-0.5486066821509269,0.8297858673315613,1,0,-0.5562906658171777,5,-1.4746752573367767,-1.9499106961796095,0,7.6,2.6,0.32,1
4,3,4,11,0,14,132.0,14,38,19,5,7,-0.1021304624129993,0,0,0,1,0,1,-0.5649417100599008,0,0,0.3130719197062708,8,0.43261925187811495,0.6071681181233919,0,0,0.8307779107401208,8,1.1985867407243596,0.5207109268537449,0,15.5,2.8,-4.06,0
4,2,6,11,0,14,144.0,14,1,37,9,9,0.03530692241107976,1,0,0,1,0,1,-0.6996764436606817,0,0,0.7240368766204,8,0.7596945632211289,0.6639444240125923,0,0,0.8307779107401208,8,0.8644289909667175,0.6965870737552126,0,12.7,3.7,-1.7,0
4,3,2,11,0,14,135.0,14,19,19,9,4,0.19335991495877147,1,0,0,1,0,0,-0.6996764436606817,0,0,0.3130719197062708,8,0.7596945632211289,0.5241986195688141,0,0,0.8307779107401208,8,1.1985867407243596,0.8909818841756827,0,13.9,-0.3,0.79,0
4,6,1,14,1,14,121.0,14,1,38,5,7,-1.0092172022519212,0,0,0,1,0,0,-0.16073750925755798,0,14,4.011756531933433,16,2.7221464312792123,0.06286299370266352,0,13,3.1425588716689514,13,2.201059989997286,0.23772851008328968,0,16.2,0.3,-0.92,0
4,16,1,0,0,16,140.0,14,2,1,4,6,0.8942905775615739,0,0,0,1,1,0,-0.2954722428583389,0,0,-0.09789303720785829,12,0.10554394053510098,0.31275077933712814,0,0,-0.09393447363141155,11,0.19611349145143347,0.2782403472363058,0,13.9,-0.3,0.79,0
4,3,1,7,0,14,116.0,14,37,1,9,8,-0.7755736480509865,1,0,1,0,0,0,-0.5649417100599008,0,0,-0.09789303720785829,6,-0.5486066821509269,0.14690933601815925,0,0,-0.09393447363141155,6,-1.4746752573367767,-1.9499106961796095,0,12.4,0.5,1.79,1
4,14,1,0,0,14,135.0,14,38,38,9,6,0.7637250619786984,0,0,1,0,0,0,0.6476708923471277,0,0,-0.09789303720785829,6,-1.529832616179969,-2.1748708704474087,0,0,-0.09393447363141155,7,-1.4746752573367767,-1.9499106961796095,0,8.9,1.4,3.51,1
4,14,1,3,0,14,133.1,14,19,37,9,9,-2.122460019326962,0,0,0,1,1,0,0.24346669154478487,0,0,0.3130719197062708,13,-0.8756819934939409,0.8980735204629017,0,0,0.3684217185543546,12,-0.8063597578214927,0.24640961804464998,0,12.4,0.5,1.79,1
4,2,1,13,0,14,133.0,14,19,38,9,7,0.2964379535768308,1,0,1,1,0,0,-0.6996764436606817,0,0,-0.09789303720785829,7,0.10554394053510098,0.6112653773112726,0,0,-0.09393447363141155,7,0.19611349145143347,0.3037049305896308,0,8.9,1.4,3.51,1
4,3,1,15,0,14,133.1,14,1,1,4,5,0.27582234585321813,1,0,0,1,0,0,-0.2954722428583389,0,0,-0.09789303720785829,12,-0.5486066821509269,0.0786216828868189,0,0,-0.09393447363141155,12,-0.8063597578214927,0.15091743046968215,0,9.4,-0.8,-3.12,1
4,2,3,10,0,14,134.0,14,14,11,0,0,0.09715374558191572,1,0,0,0,1,0,-0.5649417100599008,0,0,-0.5088579941219874,5,-1.529832616179969,-2.1748708704474087,0,0,-1.018646858002944,4,-1.4746752573367767,-1.9499106961796095,0,7.6,2.6,0.32,1
4,14,1,15,0,14,133.1,14,19,1,4,1,-1.7857384265079679,0,0,1,1,0,0,0.24346669154478487,0,0,-0.09789303720785829,6,-1.529832616179969,-2.1748708704474087,0,0,-0.09393447363141155,6,-1.4746752573367767,-1.9499106961796095,0,15.5,2.8,-4.06,1
4,3,2,11,0,14,126.0,14,37,37,7,7,-0.05402737772457143,1,0,0,1,0,1,-0.6996764436606817,0,0,0.3130719197062708,10,0.10554394053510098,0.2711928647171982,0,0,0.3684217185543546,8,0.5302712412090755,0.4946893057395664,0,11.1,0.6,2.02,0
4,2,1,0,0,14,124.0,14,38,19,9,7,-0.7549580403273748,0,0,0,1,1,0,-0.5649417100599008,0,0,-0.09789303720785829,8,0.43261925187811495,1.000505000159912,0,0,-0.09393447363141155,10,0.5302712412090755,0.7429689934344825,0,16.2,0.3,-0.92,0
4,2,1,13,0,14,157.0,14,3,38,1,5,0.6675188926018426,1,0,0,1,0,0,-0.16073750925755798,0,0,-0.09789303720785829,11,-0.22153137080791296,0.3859161219778499,1,0,-0.09393447363141155,13,-0.47220200806385065,0.6602090975361771,0,9.4,-0.8,-3.12,0
4,5,2,8,0,14,126.0,14,1,19,3,3,-1.8544571189200074,1,0,0,1,1,0,-0.16073750925755798,0,0,-0.5088579941219874,11,-1.529832616179969,-2.1748708704474087,0,0,-0.5562906658171777,7,-1.1405175075791347,-0.04006694468025346,1,16.2,0.3,-0.92,1
4,0,2,2,0,14,122.0,14,19,19,4,5,-0.9886015945283096,1,0,0,1,0,0,-0.16073750925755798,0,0,-0.09789303720785829,10,0.10554394053510098,0.4064024179172519,0,0,-0.09393447363141155,9,-0.1380442583062086,0.19866352425716607,0,12.7,3.7,-1.7,0
0,14,1,9,1,14,147.0,14,19,19,7,8,1.4371682476166865,0,0,0,1,0,0,0.6476708923471277,0,0,-0.5088579941219874,8,-0.22153137080791296,0.18105316258382922,0,0,-0.5562906658171777,7,-0.1380442583062086,0.34190180561961775,0,10.8,1.4,1.74,0
4,2,5,11,0,14,146.0,14,19,37,7,7,0.4682346846069296,1,0,0,1,0,0,-0.5649417100599008,0,0,0.7240368766204,9,1.0867698745641428,0.5359782397339701,1,0,0.8307779107401208,9,1.1985867407243596,0.5772900479919134,1,9.4,-0.8,-3.12,0
4,2,1,1,0,14,161.0,14,37,37,9,9,1.1829090856921392,1,0,0,1,1,0,-0.6996764436606817,0,0,-2.563682778692633,0,-1.529832616179969,-2.1748708704474087,0,0,-2.8680716267460085,0,-1.4746752573367767,-1.9499106961796095,0,7.6,2.6,0.32,0
4,2,1,16,0,14,131.0,14,19,19,9,9,0.8805468390791668,1,0,0,1,0,0,-0.5649417100599008,0,0,-0.5088579941219874,6,0.10554394053510098,0.5702927854324686,0,0,-0.5562906658171777,5,0.19611349145143347,0.4946893057395664,0,10.8,1.4,1.74,0
4,3,1,7,0,14,125.0,14,37,37,5,7,-0.47321140143801316,0,0,0,1,0,1,-0.6996764436606817,0,0,-0.09789303720785829,7,0.43261925187811495,0.3859161219778499,0,0,-0.09393447363141155,8,0.5302712412090755,0.5965476391528653,0,16.2,0.3,-0.92,0
4,2,1,2,0,14,129.0,14,19,38,2,7,-0.005924293036143568,1,0,0,1,0,1,-0.5649417100599008,0,0,-0.09789303720785829,9,0.10554394053510098,0.32445723415964356,0,0,-0.09393447363141155,10,-0.1380442583062086,0.24640961804464998,0,7.6,2.6,0.32,0
4,2,1,2,0,14,122.0,14,38,37,191,195,-0.9679859868046969,1,0,0,1,0,1,-0.5649417100599008,0,0,0.3130719197062708,8,0.7596945632211289,0.6639444240125923,0,0,0.3684217185543546,8,0.5302712412090755,0.6602090975361771,0,8.9,1.4,3.51,0
4,3,1,6,0,14,116.0,14,19,37,90,5,-0.706854955638947,1,0,0,1,1,0,-0.2954722428583389,0,0,-0.5088579941219874,10,-1.2027573048369549,-0.1262412765072018,0,0,-0.5562906658171777,8,-0.47220200806385065,0.6602090975361771,3,7.6,2.6,0.32,1
4,2,1,7,0,14,128.0,14,1,19,4,4,-0.17084915482503882,0,0,0,1,1,1,-0.5649417100599008,0,0,-0.09789303720785829,10,-0.22153137080791296,0.6932105610688809,0,0,-0.09393447363141155,9,0.5302712412090755,0.40556326400292975,0,9.4,-0.8,-3.12,0
3,14,1,0,0,14,130.0,14,1,37,9,1,-0.34264588585513767,0,0,1,0,1,0,0.24346669154478487,0,3,1.545966790448658,23,0.43261925187811495,0.16642009405568495,0,2,0.3684217185543546,15,-0.1380442583062086,0.34190180561961775,1,15.5,2.8,-4.06,1
4,2,1,13,0,14,136.0,14,19,1,4,3,-0.12274607013661097,1,0,0,1,0,0,-0.43020697645911987,0,0,-0.09789303720785829,7,0.43261925187811495,0.21519698914949922,0,0,-0.09393447363141155,10,0.5302712412090755,0.21457888885299414,0,7.6,2.6,0.32,0
4,2,3,11,0,14,126.0,14,38,38,9,8,-0.5625457015736643,1,0,0,1,0,1,-0.5649417100599008,0,0,0.7240368766204,8,0.7596945632211289,0.4444483960904274,0,0,0.8307779107401208,8,0.8644289909667175,0.4919609575231388,0,12.7,3.7,-1.7,0
4,2,6,7,0,14,141.0,14,30,37,7,7,0.09715374558191572,1,0,1,0,0,0,-0.6996764436606817,0,0,-0.09789303720785829,8,0.10554394053510098,0.48834760167486024,0,0,-0.09393447363141155,8,0.19611349145143347,0.22731118052965646,0,7.6,2.6,0.32,1
4,2,1,13,0,14,122.0,14,1,19,4,4,0.021563183928671657,1,0,1,1,0,0,-0.43020697645911987,0,0,-0.09789303720785829,6,0.43261925187811495,0.3176284688465096,0,0,-0.09393447363141155,7,0.5302712412090755,0.2782403472363058,0,9.4,-0.8,-3.12,0
4,3,1,13,0,14,125.0,14,4,3,1,1,-0.4938270091616248,0,0,0,1,0,0,-0.6996764436606817,0,0,-0.09789303720785829,9,0.10554394053510098,0.19568623111197353,0,0,-0.09393447363141155,8,0.5302712412090755,0.3691852877838942,0,16.2,0.3,-0.92,0
4,3,2,10,0,14,123.0,14,3,1,3,1,-0.706854955638947,0,0,0,1,0,0,-0.5649417100599008,0,0,-0.5088579941219874,5,0.10554394053510098,0.5702927854324686,0,0,-0.5562906658171777,5,0.19611349145143347,0.723870555919489,0,9.4,-0.8,-3.12,0
4,1,1,12,0,14,137.0,14,37,37,9,7,-0.2945428011667098,1,0,0,1,0,1,-0.6996764436606817,0,0,0.3130719197062708,7,0.7596945632211289,0.9566057945754791,0,0,0.8307779107401208,8,1.1985867407243596,1.1201631343556053,0,12.4,0.5,1.79,0
4,14,1,16,0,14,130.0,14,37,19,9,7,0.2071036534411786,1,0,0,1,0,0,0.6476708923471277,0,0,-0.5088579941219874,13,-0.22153137080791296,0.12983742273532406,1,0,-0.5562906658171777,11,-0.1380442583062086,0.05542524289471435,0,12.7,3.7,-1.7,0
4,2,6,11,0,14,120.0,1,1,1,9,6,-0.8374204712218225,1,0,0,1,0,0,-0.2954722428583389,1,0,0.3130719197062708,11,-0.22153137080791296,0.5395633415233655,0,0,0.3684217185543546,9,0.19611349145143347,0.6894933683925006,0,11.1,0.6,2.02,0
4,2,5,11,0,14,125.0,14,3,19,4,8,-0.45946766295560504,1,0,0,1,0,0,-0.5649417100599008,0,0,0.3130719197062708,11,0.10554394053510098,0.22544013711920077,0,0,0.3684217185543546,8,0.19611349145143347,0.6665752433745082,0,13.9,-0.3,0.79,0
4,16,1,4,0,14,140.0,14,1,1,9,8,1.1897809549333447,1,0,0,1,0,0,-0.5649417100599008,0,2,0.3130719197062708,7,0.7596945632211289,0.48834760167486024,0,5,1.293134102925887,9,1.5327444904820016,0.5753271530250942,0,12.4,0.5,1.79,0
4,2,1,13,0,14,147.0,14,1,19,4,4,0.7018782388078624,0,0,0,0,0,0,-0.6996764436606817,0,0,-0.09789303720785829,6,0.43261925187811495,0.7956420407658913,0,0,-0.09393447363141155,6,0.5302712412090755,0.9466856602610805,0,10.8,1.4,1.74,0
4,2,1,5,0,14,140.0,14,9,19,4,4,0.28956608433562525,0,0,0,1,1,1,0.3782014251455658,0,0,-0.5088579941219874,9,-1.529832616179969,-2.1748708704474087,0,0,-0.5562906658171777,6,-1.4746752573367767,-1.9499106961796095,0,7.6,2.6,0.32,1
4,3,1,13,0,14,133.0,14,38,38,7,7,-0.1158742008954074,1,0,0,1,0,1,-0.6996764436606817,0,0,-0.09789303720785829,6,0.43261925187811495,0.14690933601815925,0,0,-0.09393447363141155,7,0.5302712412090755,0.39646876994817093,0,15.5,2.8,-4.06,0
4,3,1,11,0,14,128.0,14,37,37,9,8,-0.18459289330744694,1,0,0,1,0,1,-0.5649417100599008,0,0,0.3130719197062708,8,0.7596945632211289,0.5843771138908075,0,0,0.8307779107401208,8,1.1985867407243596,0.5928075284728458,0,15.5,2.8,-4.06,0
4,2,1,11,0,14,140.0,14,19,19,3,6,-0.18459289330744694,1,0,0,1,0,1,-0.6996764436606817,0,0,0.3130719197062708,7,0.7596945632211289,0.8044218818827782,0,0,0.8307779107401208,11,1.1985867407243596,0.8922840503698862,0,16.2,0.3,-0.92,0
4,3,4,8,0,14,114.0,14,19,19,4,4,-1.2016295410056317,1,0,0,1,1,1,-0.43020697645911987,0,0,-0.5088579941219874,6,0.10554394053510098,0.24251205040203558,0,0,-0.5562906658171777,8,-0.1380442583062086,0.26550805555964346,0,8.9,1.4,3.51,0
4,3,5,7,0,14,143.0,14,1,1,7,7,0.6675188926018426,1,0,0,1,0,0,-0.6996764436606817,0,0,-0.09789303720785829,6,0.43261925187811495,0.3859161219778499,0,0,-0.09393447363141155,6,0.5302712412090755,0.6920398267278332,0,8.9,1.4,3.51,0
4,14,1,5,0,6,133.1,14,19,3,9,2,0.8942905775615739,1,0,1,1,1,0,0.10873195794400392,0,0,-0.09789303720785829,13,0.10554394053510098,0.5176137387311488,0,0,-0.09393447363141155,15,-0.47220200806385065,0.4692247223862414,0,16.2,0.3,-0.92,1
4,2,2,11,0,14,124.0,14,37,37,9,9,-0.7549580403273748,1,0,0,1,0,1,-0.2954722428583389,0,0,0.7240368766204,8,0.7596945632211289,0.684430719951994,0,0,0.8307779107401208,8,0.8644289909667175,0.7156855112702057,0,12.7,3.7,-1.7,0
4,2,1,11,0,14,127.0,14,2,19,3,9,-0.37700523206115744,0,0,0,1,1,0,-0.026002775656777024,0,0,0.3130719197062708,7,0.43261925187811495,0.5873646987153038,0,0,0.3684217185543546,7,0.5302712412090755,0.6251952954253558,0,7.6,2.6,0.32,0
3,5,1,10,0,14,100.0,14,34,34,0,0,0.08341000709950665,0,0,0,1,1,0,1.1866098267502514,0,6,1.545966790448658,12,1.7409204972501708,0.16056686664442724,0,4,1.293134102925887,9,-0.1380442583062086,0.24640961804464998,0,7.6,2.6,0.32,0
4,14,1,10,0,14,140.0,14,37,37,6,6,-0.48008327067921674,0,0,0,1,0,0,0.6476708923471277,0,0,-0.09789303720785829,8,-1.2027573048369549,-0.1262412765072018,0,0,-0.09393447363141155,9,-1.4746752573367767,-1.9499106961796095,0,10.8,1.4,1.74,1
4,6,1,16,0,8,120.0,14,3,3,4,2,-0.13648980861901908,0,0,0,1,0,0,0.6476708923471277,0,0,-0.09789303720785829,8,0.43261925187811495,0.781008972237747,0,0,-0.09393447363141155,12,-0.1380442583062086,1.0294455561593858,0,11.1,0.6,2.02,0
